order_id,payment_sequential,payment_type,payment_installments,payment_value
200856,2,debit_card,1,1348.12
200856,3,boleto,1,2062.41
934611,1,debit_card,1,833.96
267796,1,debit_card,1,2587.11
194877,1,voucher,1,3258.42
741267,1,debit_card,1,1532.94
453298,1,debit_card,1,5080.53
844413,1,voucher,1,4133.26
412461,1,credit_card,6,1052.3
889028,1,debit_card,1,7682.71
647509,1,voucher,1,7316.22
497969,1,boleto,1,979.34
232421,1,credit_card,12,4095.48
659273,1,credit_card,1,2883.08
438939,1,debit_card,1,28.83
344993,1,credit_card,6,2268.56
788579,1,debit_card,1,94.37
410973,1,boleto,1,1143.54
410973,2,voucher,1,44.43
410973,3,boleto,1,1145.89
565984,1,boleto,1,313.13
400823,1,voucher,1,51.1
400823,2,voucher,1,2474.53
396040,1,voucher,1,526.61
524155,1,debit_card,1,4181.94
789858,1,credit_card,1,2859.1
144540,1,voucher,1,2095.71
646171,1,credit_card,12,2467.27
662036,1,credit_card,3,1644.49
629582,1,boleto,1,4465.14
283993,1,debit_card,1,3410.0
173054,1,boleto,1,329.4
173054,2,debit_card,1,770.15
173054,3,voucher,1,880.34
386754,1,credit_card,6,538.96
843628,1,debit_card,1,903.64
308999,1,boleto,1,1584.62
103182,1,voucher,1,2006.75
465585,1,credit_card,1,1626.08
317247,1,credit_card,12,4643.79
112793,1,voucher,1,2404.62
504393,1,voucher,1,2923.44
387720,1,boleto,1,1739.14
846100,1,boleto,1,2477.42
901746,1,voucher,1,4364.29
667001,1,voucher,1,959.49
989834,1,voucher,1,2019.8
428747,1,boleto,1,2413.28
660190,1,boleto,1,3191.71
660190,2,voucher,1,159.14
660190,3,debit_card,1,3296.87
176683,1,credit_card,1,6368.16
300326,1,voucher,1,4458.53
854618,1,debit_card,1,1239.03
450097,1,voucher,1,3080.22
845247,1,boleto,1,627.02
421272,1,credit_card,1,3096.52
103127,1,debit_card,1,4789.99
473384,1,debit_card,1,2526.86
759665,1,boleto,1,849.32
630987,1,boleto,1,2216.88
826588,1,credit_card,1,2412.56
352071,1,credit_card,1,3859.13
340271,1,voucher,1,1793.99
376746,1,debit_card,1,4823.41
942212,1,voucher,1,1631.25
916700,1,debit_card,1,1842.43
403940,1,debit_card,1,6492.37
476003,1,debit_card,1,746.38
476003,2,voucher,1,1292.78
933309,1,debit_card,1,2954.25
460558,1,credit_card,1,2668.03
307594,1,voucher,1,4563.28
779371,1,credit_card,3,3499.68
736121,1,boleto,1,3359.0
167837,1,voucher,1,2600.48
161526,1,voucher,1,866.21
433223,1,credit_card,1,3233.38
613806,1,credit_card,1,463.41
232261,1,boleto,1,1590.62
648746,1,voucher,1,2848.43
530099,1,boleto,1,6564.29
113718,1,voucher,1,271.93
727793,1,boleto,1,181.34
749685,1,voucher,1,1909.73
926285,1,credit_card,12,3689.16
613048,1,debit_card,1,3381.34
978453,1,boleto,1,234.22
895483,1,debit_card,1,8674.08
795334,1,boleto,1,1259.5
868794,1,credit_card,12,2030.27
417209,1,credit_card,3,6297.25
415573,1,debit_card,1,3623.57
634466,1,credit_card,1,1605.54
852175,1,boleto,1,2284.98
972115,1,voucher,1,2982.61
353707,1,credit_card,6,1711.19
284847,1,debit_card,1,2867.44
425492,1,boleto,1,6843.85
304780,1,debit_card,1,4246.31
925018,1,voucher,1,6219.2
172841,1,boleto,1,1645.2
179143,1,voucher,1,3851.76
354081,1,boleto,1,413.71
764157,1,debit_card,1,4709.91
587314,1,voucher,1,1632.85
587314,2,credit_card,6,2737.98
148565,1,credit_card,3,690.16
801369,1,voucher,1,5175.42
922607,1,debit_card,1,1939.78
953020,1,debit_card,1,867.34
623318,1,boleto,1,1954.69
108720,1,voucher,1,3013.75
312193,1,credit_card,3,2763.2
780440,1,boleto,1,773.83
447418,1,boleto,1,3038.82
876194,1,credit_card,1,857.96
167762,1,credit_card,12,3326.87
824474,1,boleto,1,878.34
568687,1,boleto,1,4533.34
216267,1,debit_card,1,1395.74
652351,1,credit_card,12,4257.99
895852,1,boleto,1,2057.35
976570,1,voucher,1,2141.51
308080,1,credit_card,3,1844.36
314987,1,voucher,1,1857.58
625150,1,credit_card,3,2246.25
809286,1,voucher,1,2437.74
348626,1,boleto,1,2966.59
398422,1,debit_card,1,448.53
353841,1,debit_card,1,2695.14
461076,1,boleto,1,3459.49
397049,1,boleto,1,1205.57
228188,1,credit_card,12,3117.93
789054,1,voucher,1,18.09
789054,2,debit_card,1,173.59
789054,3,boleto,1,622.43
246437,1,credit_card,6,94.86
373769,1,credit_card,6,5320.37
553778,1,voucher,1,4875.84
954132,1,voucher,1,998.57
221749,1,debit_card,1,154.05
229392,1,boleto,1,1573.13
807212,1,credit_card,1,7014.9
546527,1,credit_card,12,2846.25
335578,1,boleto,1,951.99
723140,1,debit_card,1,265.44
723140,2,boleto,1,323.47
723140,3,debit_card,1,4425.72
837262,1,debit_card,1,2259.34
360447,1,voucher,1,1235.83
865075,1,credit_card,3,1814.05
648178,1,credit_card,1,5656.35
109856,1,credit_card,1,2399.56
926186,1,credit_card,6,5796.12
355621,1,voucher,1,5825.05
867844,1,voucher,1,3126.42
244718,1,debit_card,1,3317.71
371205,1,boleto,1,2675.99
442510,1,credit_card,6,108.1
134186,1,boleto,1,1259.98
769142,1,voucher,1,244.5
427104,1,debit_card,1,1310.74
429335,1,credit_card,12,2000.28
224415,1,debit_card,1,1642.36
224415,2,boleto,1,146.79
224415,3,credit_card,12,1533.07
430509,1,debit_card,1,2578.86
669022,1,credit_card,3,629.65
133616,1,boleto,1,82.91
881908,1,voucher,1,5134.65
598673,1,credit_card,12,4038.65
553243,1,voucher,1,2272.7
470494,1,credit_card,6,1774.78
227986,1,debit_card,1,3003.09
515551,1,voucher,1,1846.41
246709,1,credit_card,12,185.38
213554,1,boleto,1,2566.12
974706,1,voucher,1,495.98
538339,1,debit_card,1,2406.59
912925,1,voucher,1,178.4
742890,1,boleto,1,4372.77
634963,1,credit_card,1,2615.81
204039,1,credit_card,6,2207.74
115800,1,voucher,1,3161.31
797932,1,debit_card,1,524.28
245567,1,debit_card,1,3346.2
418903,1,credit_card,12,4311.12
239576,1,boleto,1,939.07
410468,1,voucher,1,2125.04
962104,1,boleto,1,4799.45
343713,1,boleto,1,5338.23
795808,1,credit_card,3,2226.35
981442,1,debit_card,1,5485.0
816347,1,boleto,1,5052.45
141959,1,voucher,1,95.52
141959,2,voucher,1,579.69
141959,3,debit_card,1,888.09
497113,1,voucher,1,1670.38
588552,1,voucher,1,3191.16
819105,1,voucher,1,4027.3
299979,1,boleto,1,1787.69
900439,1,credit_card,12,6136.39
336092,1,voucher,1,1989.73
273664,1,debit_card,1,3749.63
344684,1,credit_card,1,4426.92
577008,1,boleto,1,3111.26
754599,1,voucher,1,1464.38
754204,1,debit_card,1,1663.31
909236,1,boleto,1,1067.68
803073,1,voucher,1,3572.45
821452,1,voucher,1,4590.11
290691,1,boleto,1,1502.92
144715,1,boleto,1,57.13
144715,2,boleto,1,1001.11
144715,3,credit_card,1,2477.19
468264,1,boleto,1,2300.39
719038,1,boleto,1,1097.48
719038,2,credit_card,12,1482.44
383454,1,credit_card,1,736.79
979785,1,debit_card,1,1317.36
157401,1,credit_card,6,308.15
922561,1,boleto,1,496.46
922561,2,boleto,1,856.47
797372,1,voucher,1,4826.45
551648,1,voucher,1,656.85
551648,2,debit_card,1,1923.4
709838,1,credit_card,6,6065.65
100370,1,debit_card,1,869.79
391335,1,credit_card,3,755.28
517841,1,credit_card,12,2032.72
395310,1,debit_card,1,1964.86
112659,1,boleto,1,3144.39
450632,1,credit_card,1,1293.23
738925,1,boleto,1,3590.07
358775,1,debit_card,1,2134.87
980405,1,boleto,1,3702.93
520296,1,credit_card,3,5279.05
476299,1,boleto,1,3272.2
503255,1,debit_card,1,2113.95
994860,1,voucher,1,4303.59
741535,1,boleto,1,4551.34
446150,1,debit_card,1,67.17
446150,2,credit_card,1,274.81
721676,1,boleto,1,3346.05
469805,1,debit_card,1,1761.74
696588,1,voucher,1,4667.26
675897,1,voucher,1,391.37
675897,2,credit_card,6,36.52
675897,3,debit_card,1,1192.29
532239,1,voucher,1,805.71
532239,2,boleto,1,5112.68
175411,1,voucher,1,5519.01
895089,1,voucher,1,68.05
215264,1,debit_card,1,729.71
594118,1,credit_card,6,99.52
594118,2,debit_card,1,75.72
594118,3,credit_card,1,805.56
660036,1,voucher,1,5411.02
814051,1,debit_card,1,885.2
840651,1,voucher,1,378.39
840651,2,credit_card,1,382.14
840651,3,boleto,1,503.55
549506,1,credit_card,6,23.5
649274,1,boleto,1,1337.44
649274,2,boleto,1,165.05
649274,3,voucher,1,5535.33
132081,1,debit_card,1,4434.42
416128,1,voucher,1,3819.14
906550,1,boleto,1,1930.62
337599,1,boleto,1,5092.07
366874,1,credit_card,1,684.34
739098,1,credit_card,3,180.81
121123,1,credit_card,6,5262.42
869346,1,voucher,1,2297.39
172379,1,credit_card,6,2040.92
973819,1,voucher,1,3482.8
668296,1,voucher,1,645.81
668296,2,voucher,1,1933.01
599738,1,voucher,1,2284.44
498851,1,credit_card,6,1231.11
710675,1,voucher,1,3018.26
864062,1,credit_card,12,7102.06
856330,1,boleto,1,3781.66
149662,1,boleto,1,3848.59
740170,1,credit_card,12,2017.61
965016,1,voucher,1,279.07
965016,2,boleto,1,196.18
965016,3,boleto,1,558.25
547326,1,boleto,1,1456.69
314029,1,credit_card,12,3701.01
914923,1,voucher,1,2808.95
121098,1,boleto,1,2754.02
961346,1,boleto,1,3271.33
260455,1,debit_card,1,4630.86
257626,1,credit_card,1,2713.27
764782,1,boleto,1,1998.98
402960,1,boleto,1,63.43
402960,2,boleto,1,485.66
553508,1,boleto,1,3759.33
710700,1,credit_card,1,3717.59
826994,1,voucher,1,1045.88
654379,1,debit_card,1,594.21
169809,1,boleto,1,6471.71
408337,1,debit_card,1,267.51
408337,2,boleto,1,210.64
408337,3,credit_card,1,294.34
523613,1,voucher,1,3106.71
381358,1,boleto,1,4817.97
394555,1,boleto,1,3744.99
442548,1,voucher,1,277.11
927177,1,credit_card,6,256.59
319097,1,voucher,1,442.21
319097,2,boleto,1,788.64
319097,3,boleto,1,1267.19
729581,1,voucher,1,5271.13
241884,1,credit_card,12,2901.82
504684,1,credit_card,6,2990.74
616115,1,debit_card,1,4812.99
288248,1,debit_card,1,2138.41
805124,1,boleto,1,2967.15
299589,1,debit_card,1,1054.36
257240,1,voucher,1,362.6
154230,1,debit_card,1,533.97
219258,1,boleto,1,142.01
597607,1,boleto,1,4047.69
275506,1,debit_card,1,1967.93
715383,1,credit_card,1,3204.23
726561,1,debit_card,1,4122.98
341416,1,boleto,1,5885.39
449131,1,debit_card,1,4956.72
679281,1,debit_card,1,767.03
957813,1,boleto,1,3628.93
407188,1,boleto,1,4158.64
200701,1,boleto,1,2536.65
589252,1,boleto,1,4230.42
710687,1,voucher,1,3454.97
163882,1,boleto,1,184.43
163882,2,voucher,1,463.19
874379,1,voucher,1,4537.08
942675,1,boleto,1,4070.7
534521,1,boleto,1,1456.16
407359,1,debit_card,1,1105.77
140688,1,voucher,1,1468.11
456173,1,debit_card,1,174.36
456173,2,debit_card,1,4843.63
825011,1,credit_card,6,2135.22
664365,1,debit_card,1,2017.02
310020,1,credit_card,6,1673.12
213106,1,credit_card,3,4606.91
665899,1,boleto,1,1288.86
888494,1,voucher,1,5316.34
304747,1,voucher,1,1747.91
436109,1,boleto,1,2125.17
189732,1,voucher,1,2095.58
784678,1,voucher,1,3770.77
783578,1,boleto,1,3837.76
108428,1,boleto,1,7322.15
531927,1,credit_card,1,6099.07
711662,1,boleto,1,1229.75
102497,1,credit_card,1,75.42
211019,1,credit_card,1,2312.21
739995,1,boleto,1,2624.85
876760,1,boleto,1,2884.18
553319,1,debit_card,1,1708.01
826592,1,voucher,1,4489.68
462806,1,debit_card,1,5753.0
972608,1,credit_card,12,579.1
909653,1,voucher,1,1746.73
884337,1,voucher,1,3764.41
934225,1,debit_card,1,5233.93
341167,1,debit_card,1,213.73
834239,1,debit_card,1,2176.61
537299,1,voucher,1,7579.21
217656,1,credit_card,12,810.47
217656,2,voucher,1,1846.13
186989,1,voucher,1,1631.8
331044,1,debit_card,1,3252.87
709182,1,credit_card,6,4523.32
115158,1,voucher,1,3036.78
743532,1,debit_card,1,1196.86
968265,1,voucher,1,3031.06
951941,1,boleto,1,5209.32
492298,1,voucher,1,6420.41
545006,1,debit_card,1,1060.85
305563,1,boleto,1,2227.33
895651,1,debit_card,1,911.64
708012,1,boleto,1,284.39
822467,1,voucher,1,8.78
822467,2,credit_card,3,17.23
822467,3,voucher,1,20.95
457826,1,boleto,1,3421.36
970877,1,debit_card,1,2061.26
639141,1,credit_card,3,2020.77
407458,1,debit_card,1,2180.14
355833,1,credit_card,1,3051.9
674077,1,boleto,1,4672.8
690148,1,voucher,1,2894.05
566745,1,credit_card,12,907.83
237483,1,credit_card,1,1690.14
283713,1,voucher,1,4294.21
174734,1,debit_card,1,2608.0
220795,1,boleto,1,1101.36
574161,1,boleto,1,2035.99
556867,1,debit_card,1,7192.59
285775,1,debit_card,1,2470.48
706175,1,voucher,1,1291.65
679336,1,credit_card,6,4667.23
624608,1,debit_card,1,3350.17
524613,1,debit_card,1,6279.32
503915,1,debit_card,1,5131.23
373571,1,debit_card,1,1816.52
714620,1,debit_card,1,130.2
444006,1,boleto,1,4352.44
532368,1,boleto,1,2121.92
799715,1,voucher,1,823.75
799715,2,debit_card,1,490.11
799715,3,boleto,1,649.75
349631,1,boleto,1,4248.88
592985,1,debit_card,1,260.69
338364,1,voucher,1,2142.55
857813,1,credit_card,12,71.45
448333,1,credit_card,12,1162.26
790077,1,credit_card,1,1591.77
790077,2,debit_card,1,37.79
790077,3,boleto,1,2046.13
984808,1,voucher,1,778.86
678064,1,voucher,1,1019.58
985567,1,debit_card,1,1880.36
582541,1,boleto,1,3621.73
145916,1,debit_card,1,4173.79
859459,1,boleto,1,5582.41
501942,1,credit_card,1,1678.11
429713,1,debit_card,1,601.29
968897,1,credit_card,6,3956.87
502145,1,boleto,1,1067.89
609871,1,credit_card,3,2017.04
370595,1,debit_card,1,1816.95
909749,1,boleto,1,4160.11
218113,1,boleto,1,2846.82
132932,1,credit_card,12,366.29
132932,2,voucher,1,1304.5
132932,3,voucher,1,1702.66
981648,1,boleto,1,204.29
981648,2,boleto,1,413.85
981648,3,credit_card,6,1155.53
905536,1,boleto,1,3953.43
154936,1,debit_card,1,1920.82
351338,1,debit_card,1,1797.3
704140,1,voucher,1,4149.76
442459,1,debit_card,1,1235.24
379419,1,credit_card,6,1159.48
303204,1,voucher,1,2002.75
498480,1,debit_card,1,948.47
365683,1,voucher,1,1190.53
365683,2,boleto,1,950.18
365683,3,debit_card,1,1142.73
999411,1,credit_card,1,3071.2
680963,1,voucher,1,225.4
680963,2,credit_card,6,1467.53
960540,1,boleto,1,2030.68
517105,1,debit_card,1,2517.54
